epoch,train_loss,train_acc,val_loss,val_acc
0,0.6751560496561455,56.64136622390892,0.6928654577996995,50.378787878787875
1,0.624829321196585,63.47248576850095,0.654998348818885,59.09090909090909
2,0.6108865214116646,68.02656546489564,0.6246607436074151,65.9090909090909
3,0.6299010343623884,64.99051233396584,0.5962506996260749,71.21212121212122
4,0.5938781806916902,68.88045540796965,0.5997327963511149,68.93939393939394
5,0.5886970668128042,69.35483870967742,0.5838400953345828,72.72727272727273
6,0.5575565912506797,73.14990512333965,0.5691184136602614,73.48484848484848
7,0.552049747019103,72.77039848197343,0.5679577887058258,71.96969696969697
8,0.5320343194585858,73.33965844402277,0.5562072032027774,71.96969696969697
9,0.5594986641045773,68.88045540796965,0.5563268760840098,69.31818181818183
10,0.5157050959991686,73.81404174573055,0.5406470961040921,74.62121212121212
11,0.5184134326197885,73.33965844402277,0.5489494303862253,73.86363636363636
12,0.4990300220070463,77.32447817836811,0.537574052810669,75.0
13,0.49510517716407776,75.33206831119544,0.5378552509678735,74.24242424242425
14,0.4884016134522178,76.0910815939279,0.5312094390392303,75.75757575757575
15,0.49509018749901745,77.32447817836811,0.523694184091356,73.48484848484848
16,0.5027601267352249,75.90132827324479,0.5262072185675303,75.0
17,0.488982794862805,76.280834914611,0.5296295748816596,74.62121212121212
18,0.4533882290124893,77.7988614800759,0.5367505682839288,75.37878787878788
19,0.4922850285515641,76.85009487666035,0.5235715210437775,75.0
20,0.4557216600938277,78.84250474383302,0.5231761236985525,77.27272727272727
21,0.48010476610877295,77.03984819734345,0.5180196298493279,75.0
22,0.47096313039461773,77.70398481973434,0.5210098061296675,74.24242424242425
23,0.44703398780389264,79.03225806451613,0.5236327035559548,76.13636363636364
24,0.4630066391193505,78.84250474383302,0.528746270471149,74.62121212121212
25,0.4117833615252466,81.02466793168881,0.5252329674031999,75.75757575757575
26,0.4171822053013426,80.36053130929791,0.5223152703709073,76.51515151515152
27,0.4217403874252782,80.26565464895636,0.5217231429285474,75.75757575757575
28,0.4388284064603574,81.40417457305503,0.517980643444591,76.89393939393939
29,0.45631896230307495,78.17836812144212,0.5199036714103487,75.37878787878788
30,0.45320923445802747,78.65275142314991,0.5217545595433977,75.37878787878788
31,0.4601317219661944,78.27324478178367,0.5193444391091665,75.37878787878788
32,0.4195403768257661,81.78368121442125,0.5170230584012138,76.13636363636364
33,0.44801580544674036,80.07590132827325,0.5177679608265559,76.51515151515152
34,0.42991548415386316,80.45540796963947,0.5131190634436078,75.75757575757575
35,0.4404797382426984,80.1707779886148,0.5143423775831858,76.13636363636364
36,0.4149058483766787,80.74003795066413,0.5228561808665594,75.75757575757575
37,0.4357759952545166,79.22201138519924,0.5185855461491479,75.0
38,0.4240559095686132,80.55028462998102,0.5189608335494995,76.13636363636364
39,0.4411287122603619,81.78368121442125,0.5150081283516355,76.89393939393939
40,0.4385461775642453,79.69639468690703,0.5170444548130035,76.13636363636364
41,0.4447841120488716,79.60151802656547,0.5133333255847295,75.0
42,0.428732746478283,81.11954459203035,0.519411626789305,76.51515151515152
43,0.4432195244413434,80.1707779886148,0.522037911746237,76.13636363636364
44,0.43566037488706183,79.69639468690703,0.5232713984118568,75.0
45,0.4219694805867744,80.45540796963947,0.5203749636809031,76.13636363636364
46,0.44583815607157623,78.74762808349146,0.5177037252320184,75.75757575757575
47,0.4383569739081643,78.36812144212524,0.5288105077213712,75.75757575757575
48,0.4337372278625315,80.55028462998102,0.5190596845414903,75.0
49,0.4276939594384396,80.92979127134726,0.5189179496632682,76.51515151515152
50,0.42124363057541125,81.02466793168881,0.5207796163029141,75.37878787878788
51,0.39496566355228424,83.30170777988614,0.52118561996354,75.75757575757575
52,0.4377900244611682,80.74003795066413,0.5224691116147571,76.13636363636364
53,0.4109351093118841,80.64516129032258,0.5269631577862633,76.13636363636364
54,0.43083479729565705,80.07590132827325,0.5182069854603873,76.13636363636364
55,0.4279785327839129,80.83491461100569,0.5203454693158468,76.13636363636364
56,0.40816683706009027,81.11954459203035,0.5176690220832825,75.37878787878788
57,0.4503617964007638,77.60910815939279,0.5219815439648099,75.75757575757575
58,0.42287991895820154,79.79127134724858,0.5207654337088267,76.13636363636364
59,0.4449120218103582,80.45540796963947,0.5234960003031625,75.0
